task,model,noise_type,f1_s5,clean_f1,abs_drop,retention
banfakenews,mbert,char_delete,0.5169688094886513,0.8590517416203474,0.34208293213169605,0.6017900720549642
banfakenews,mbert,char_insert,0.6837082191792733,0.8590517416203474,0.1753435224410741,0.7958871230383162
banfakenews,mbert,char_substitute,0.6340093175497858,0.8590517416203474,0.22504242407056152,0.7380339120830074
banfakenews,mbert,char_transpose,0.5651830874104714,0.8590517416203474,0.29386865420987596,0.6579150708016963
banfakenews,mbert,conjunct_split,0.8589300054673424,0.8590517416203474,0.00012173615300492546,0.9998582900806705
banfakenews,mbert,elongate,0.7272270066418237,0.8590517416203474,0.13182473497852365,0.8465462223149968
banfakenews,mbert,homophone_confuse,0.7388552781383136,0.8590517416203474,0.12019646348203372,0.8600823935758298
banfakenews,mbert,matra_perturb,0.7766094041829184,0.8590517416203474,0.08244233743742901,0.9040309990153493
banfakenews,mbert,whitespace_error,0.4937681202546267,0.8590517416203474,0.3652836213657207,0.5747827474550938
banfakenews,xlmr,char_delete,0.611748664919204,0.920419799221499,0.308671134302295,0.6646409230186352
banfakenews,xlmr,char_insert,0.5789087610699039,0.920419799221499,0.3415110381515951,0.6289616559308602
banfakenews,xlmr,char_substitute,0.6676756448383462,0.920419799221499,0.2527441543831528,0.7254033924553486
banfakenews,xlmr,char_transpose,0.367326338732733,0.920419799221499,0.553093460488766,0.39908565531013307
banfakenews,xlmr,conjunct_split,0.9099958049261155,0.920419799221499,0.010423994295383432,0.9886747391742331
banfakenews,xlmr,elongate,0.4609398961802624,0.920419799221499,0.4594799030412366,0.5007931126320081
banfakenews,xlmr,homophone_confuse,0.7574643464032359,0.920419799221499,0.16295545281826307,0.8229552939255625
banfakenews,xlmr,matra_perturb,0.792517636201073,0.920419799221499,0.127902163020426,0.861039318006189
banfakenews,xlmr,whitespace_error,0.20811704842025516,0.920419799221499,0.7123027508012438,0.22611100782086915
bd_shs,banglabert,char_delete,0.6583123944777527,0.9210893816629286,0.26277698718517595,0.7147106541270076
bd_shs,banglabert,char_insert,0.8191083407615644,0.9210893816629286,0.10198104090136428,0.8892821446738987
bd_shs,banglabert,char_substitute,0.6949733104527857,0.9210893816629286,0.226116071210143,0.7545123462373277
bd_shs,banglabert,char_transpose,0.7185861516156419,0.9210893816629286,0.20250323004728676,0.7801481223443388
bd_shs,banglabert,conjunct_split,0.915888964749184,0.9210893816629286,0.005200416913744621,0.9943540583386643
bd_shs,banglabert,elongate,0.8210686306212542,0.9210893816629286,0.1000207510416744,0.8914103744621422
bd_shs,banglabert,homophone_confuse,0.8681660220002341,0.9210893816629286,0.05292335966269457,0.942542644919924
bd_shs,banglabert,matra_perturb,0.8163110172272176,0.9210893816629286,0.10477836443571109,0.8862451717263911
bd_shs,banglabert,whitespace_error,0.7393810498878478,0.9210893816629286,0.18170833177508083,0.8027245396673385
bd_shs,banglishbert,char_delete,0.6671241485341309,0.9174712038652242,0.25034705533109325,0.7271336099962555
bd_shs,banglishbert,char_insert,0.8206522169674573,0.9174712038652242,0.09681898689776691,0.8944719065951311
bd_shs,banglishbert,char_substitute,0.7073235933553074,0.9174712038652242,0.21014761050991682,0.7709490939611143
bd_shs,banglishbert,char_transpose,0.7203960007984552,0.9174712038652242,0.19707520306676896,0.7851973966741314
bd_shs,banglishbert,conjunct_split,0.9136388291881792,0.9174712038652242,0.003832374677045003,0.9958228937748678
bd_shs,banglishbert,elongate,0.8281814088994944,0.9174712038652242,0.08928979496572975,0.9026783678991125
bd_shs,banglishbert,homophone_confuse,0.8641207469160573,0.9174712038652242,0.05335045694916685,0.9418505379521382
bd_shs,banglishbert,matra_perturb,0.8179691467514302,0.9174712038652242,0.099502057113794,0.891547487600046
bd_shs,banglishbert,whitespace_error,0.7380400080309585,0.9174712038652242,0.1794311958342657,0.8044285258454564
bd_shs,char_ngram,char_delete,0.7027596902685621,0.9053582500074646,0.2025985597389025,0.7762227717732377
bd_shs,char_ngram,char_insert,0.8140667342480477,0.9053582500074646,0.09129151575941696,0.8991653130032622
bd_shs,char_ngram,char_substitute,0.7188415250657206,0.9053582500074646,0.18651672494174398,0.7939857233971125
bd_shs,char_ngram,char_transpose,0.6725157017236922,0.9053582500074646,0.23284254828377238,0.7428172236991791
bd_shs,char_ngram,conjunct_split,0.9016661099051634,0.9053582500074646,0.0036921401023012335,0.9959219015210048
bd_shs,char_ngram,elongate,0.6624103415941222,0.9053582500074646,0.24294790841334246,0.7316554983495878
bd_shs,char_ngram,homophone_confuse,0.8498244338086073,0.9053582500074646,0.05553381619885733,0.9386609486372942
bd_shs,char_ngram,matra_perturb,0.7886277235828111,0.9053582500074646,0.11673052642465354,0.8710670318366336
bd_shs,char_ngram,whitespace_error,0.7753830618121386,0.9053582500074646,0.12997518819532605,0.8564378375143161
bd_shs,mbert,char_delete,0.69664716019809,0.9153748509794046,0.2187276907813146,0.7610512343142407
bd_shs,mbert,char_insert,0.8281508618967318,0.9153748509794046,0.08722398908267281,0.9047122728034885
bd_shs,mbert,char_substitute,0.7299868889359465,0.9153748509794046,0.1853879620434581,0.7974731752296861
bd_shs,mbert,char_transpose,0.7332931888720694,0.9153748509794046,0.18208166210733523,0.8010851380584499
bd_shs,mbert,conjunct_split,0.9108498627750364,0.9153748509794046,0.004524988204368197,0.9950566828447093
bd_shs,mbert,elongate,0.8668202957448247,0.9153748509794046,0.048554555234579966,0.9469566427539177
bd_shs,mbert,homophone_confuse,0.8562858474050324,0.9153748509794046,0.05908900357437219,0.935448299119044
bd_shs,mbert,matra_perturb,0.8255052683672998,0.9153748509794046,0.08986958261210487,0.9018220977821829
bd_shs,mbert,whitespace_error,0.7619939362549251,0.9153748509794046,0.15338091472447957,0.8324392301576018
bd_shs,xlmr,char_delete,0.7234213401056112,0.9151388557985429,0.19171751569293172,0.7905044524356465
bd_shs,xlmr,char_insert,0.8485711412979592,0.9151388557985429,0.06656771450058374,0.9272594381947674
bd_shs,xlmr,char_substitute,0.7361728978055142,0.9151388557985429,0.17896595799302872,0.8044384665135167
bd_shs,xlmr,char_transpose,0.7471354572919641,0.9151388557985429,0.16800339850657886,0.8164175879517427
bd_shs,xlmr,conjunct_split,0.9105757014455055,0.9151388557985429,0.004563154353037446,0.995013702757648
bd_shs,xlmr,elongate,0.8682239301930276,0.9151388557985429,0.046914925605515356,0.9487346370354062
bd_shs,xlmr,homophone_confuse,0.8622993199468727,0.9151388557985429,0.05283953585167023,0.9422606356217245
bd_shs,xlmr,matra_perturb,0.8286198856072424,0.9151388557985429,0.0865189701913005,0.9054580956287723
bd_shs,xlmr,whitespace_error,0.805196434521684,0.9151388557985429,0.10994242127685894,0.8798625797820331
sentnob,banglabert,char_delete,0.40230902710239985,0.703016008192865,0.3007069810904652,0.57226154513402
sentnob,banglabert,char_insert,0.5634888060993383,0.703016008192865,0.13952720209352676,0.8015305477151398
sentnob,banglabert,char_substitute,0.4430350866092527,0.703016008192865,0.2599809215836123,0.6301920318259818
sentnob,banglabert,char_transpose,0.4319577764061502,0.703016008192865,0.27105823178671484,0.6144351926160508
sentnob,banglabert,conjunct_split,0.6971015366641273,0.703016008192865,0.005914471528737697,0.9915870030556756
sentnob,banglabert,elongate,0.5873257111676012,0.703016008192865,0.11569029702526379,0.8354371796985803
sentnob,banglabert,homophone_confuse,0.6240892526169075,0.703016008192865,0.07892675557595752,0.8877312114430476
sentnob,banglabert,matra_perturb,0.599919752388722,0.703016008192865,0.10309625580414306,0.8533514818970386
sentnob,banglabert,whitespace_error,0.4306457703142919,0.703016008192865,0.2723702378785731,0.6125689391074987
sentnob,banglishbert,char_delete,0.3982605366797792,0.7063686723354774,0.3081081356556982,0.5638139859218336
sentnob,banglishbert,char_insert,0.5450886459292731,0.7063686723354774,0.1612800264062043,0.7716772661038863
sentnob,banglishbert,char_substitute,0.416313116533048,0.7063686723354774,0.2900555558024294,0.5893708665711146
sentnob,banglishbert,char_transpose,0.4023171286529486,0.7063686723354774,0.3040515436825288,0.5695568679776828
sentnob,banglishbert,conjunct_split,0.6894110293023411,0.7063686723354774,0.016957643033136294,0.9759932119058041
sentnob,banglishbert,elongate,0.5758123402292866,0.7063686723354774,0.13055633210619078,0.8151725335234214
sentnob,banglishbert,homophone_confuse,0.5941033629370297,0.7063686723354774,0.1122653093984477,0.8410669756527237
sentnob,banglishbert,matra_perturb,0.5702684385047383,0.7063686723354774,0.1361002338307391,0.8073240799584884
sentnob,banglishbert,whitespace_error,0.403450904195605,0.7063686723354774,0.3029177681398724,0.5711619441752267
sentnob,char_ngram,char_delete,0.5112266665351778,0.6752255951193024,0.16399892858412457,0.7571197985243016
sentnob,char_ngram,char_insert,0.6060202865515978,0.6752255951193024,0.06920530856770457,0.8975078713426481
sentnob,char_ngram,char_substitute,0.5130922012173408,0.6752255951193024,0.16213339390196158,0.7598826302292125
sentnob,char_ngram,char_transpose,0.5003766487012928,0.6752255951193024,0.17484894641800952,0.7410510684401466
sentnob,char_ngram,conjunct_split,0.6731361074774513,0.6752255951193024,0.0020894876418510178,0.9969054969821133
sentnob,char_ngram,elongate,0.4113087790050334,0.6752255951193024,0.263916816114269,0.6091427546261204
sentnob,char_ngram,homophone_confuse,0.5900296740290604,0.6752255951193024,0.08519592109024199,0.8738259898527853
sentnob,char_ngram,matra_perturb,0.5875265121136384,0.6752255951193024,0.08769908300566398,0.8701188408147223
sentnob,char_ngram,whitespace_error,0.5280951213743074,0.6752255951193024,0.147130473744995,0.7821017526460927
sentnob,mbert,char_delete,0.420613514220016,0.6592806636030869,0.23866714938307088,0.6379885494006268
sentnob,mbert,char_insert,0.5205328759805466,0.6592806636030869,0.13874778762254025,0.789546705549866
sentnob,mbert,char_substitute,0.45452551062348645,0.6592806636030869,0.20475515297960045,0.6894264244599911
sentnob,mbert,char_transpose,0.44349383464965575,0.6592806636030869,0.21578682895343115,0.6726935266474865
sentnob,mbert,conjunct_split,0.6426903414359381,0.6592806636030869,0.01659032216714884,0.9748357215931683
sentnob,mbert,elongate,0.5447834589184618,0.6592806636030869,0.1144972046846251,0.8263301033904478
sentnob,mbert,homophone_confuse,0.5666083820297311,0.6592806636030869,0.09267228157335583,0.859434249039119
sentnob,mbert,matra_perturb,0.5690404259885762,0.6592806636030869,0.09024023761451072,0.863123184712666
sentnob,mbert,whitespace_error,0.39900690574742886,0.6592806636030869,0.26027375785565804,0.60521554441895
sentnob,xlmr,char_delete,0.4337797755846684,0.6727786041043515,0.23899882851968313,0.6447585772471843
sentnob,xlmr,char_insert,0.5397230896859501,0.6727786041043515,0.13305551441840147,0.8022298663978263
sentnob,xlmr,char_substitute,0.4236279146014996,0.6727786041043515,0.2491506895028519,0.6296691244595416
sentnob,xlmr,char_transpose,0.4607600264455323,0.6727786041043515,0.2120185776588192,0.6848612955801817
sentnob,xlmr,conjunct_split,0.6644419845272623,0.6727786041043515,0.0083366195770892,0.9876086731560266
sentnob,xlmr,elongate,0.549902839003885,0.6727786041043515,0.1228757651004665,0.8173607716552653
sentnob,xlmr,homophone_confuse,0.5915988451090494,0.6727786041043515,0.08117975899530216,0.8793365923053184
sentnob,xlmr,matra_perturb,0.5589304873744396,0.6727786041043515,0.11384811672991191,0.8307792250892487
sentnob,xlmr,whitespace_error,0.4448581685393728,0.6727786041043515,0.2279204355649787,0.6612252022068956
