task,model,epoch,train_loss_mean,val_loss_mean,train_acc_mean,val_acc_mean,val_macro_f1_mean,val_macro_f1_std,test_acc_diag_mean,test_macro_f1_diag_mean,n_seeds
bd_shs,mbert,3,0.17198786479360115,0.24119871753938257,0.936694310657661,0.9179466719861692,0.9178983372588628,0.003358633045605401,,,3
bd_shs,mbert,4,0.1327408714674411,0.26120377700941955,0.9530812125357424,0.917680696854844,0.9176299900427383,0.0008334791338127992,,,3
banfakenews,banglabert,1,0.2754444421726316,0.12766203464779213,0.8916189835072367,0.9587750294464077,0.9165717145327029,0.010865079989613885,,,3
banfakenews,banglabert,2,0.09294592120140573,0.08970839180696154,0.971838887018961,0.9733019238319591,0.9448412112683302,0.022539105521640106,,,3
banfakenews,banglabert,3,0.046116940395933226,0.10262810186781905,0.9886121395714126,0.9744797801334902,0.947719425888299,0.01533127094982694,,,3
banfakenews,banglabert,4,0.0260157596385006,0.09613099183174377,0.9945024122068888,0.978013349038084,0.9557799702015096,0.006464630716101239,,,3
banfakenews,char_ngram,1,,,0.9989902389767756,0.9752650176678447,0.952162725616513,0.0,,,3
banfakenews,banglishbert,1,0.27907440701239206,0.1577487297839036,0.8867945697296085,0.9466038476639184,0.891266628475977,0.02351248293577948,,,3
banfakenews,banglishbert,2,0.10952862155854055,0.1444541418028098,0.964714462021766,0.9540636042402828,0.9009803510156278,0.015046199354289658,,,3
banfakenews,banglishbert,3,0.055481051250050435,0.13796619210466968,0.9848535846516325,0.9642716921868866,0.9261274948084101,0.0018882844817615975,,,3
banfakenews,banglishbert,4,0.029341175805069602,0.14360399586277903,0.9930438685066756,0.9674126423243031,0.932478863460692,0.005124738251742726,,,3
banfakenews,xlmr,1,0.37083916755987323,0.22505403487126763,0.8335016268372041,0.9132312524538673,0.8231087928832433,0.02892637146256165,,,3
banfakenews,xlmr,2,0.15753793113741443,0.1684876985813456,0.94990463368114,0.9501374165685119,0.9012624413118603,0.0034238824078283016,,,3
banfakenews,xlmr,3,0.10715326904502816,0.17322911869412583,0.9719510826882084,0.9540636042402827,0.9109643695225981,0.0061235936743914265,,,3
banfakenews,xlmr,4,0.07545190717938173,0.15961175166748828,0.981543812408841,0.96113074204947,0.9211228642399885,0.0012084592572867286,,,3
banfakenews,mbert,1,0.3486303310560923,0.2513259875036224,0.8497559744193874,0.9004711425206124,0.7831271906337183,0.021541212354902434,,,4
banfakenews,mbert,2,0.18747063828331806,0.20056930971676828,0.9285594076068664,0.917844522968198,0.816444941408969,0.019838854788045566,,,4
banfakenews,mbert,3,0.12304872951360157,0.2141813908108613,0.9572955233927971,0.92962308598351,0.8455080997055024,0.019152429237652886,,,4
banfakenews,mbert,4,0.07051802268539681,0.24765888712567238,0.9779535509929316,0.9305064782096584,0.856101719071551,0.004839960941161226,,,4
